ra,dec,peak_flux,integrated_flux,flux_ratio,major_axis,minor_axis,axial_ratio,position_angle,spectral_index,type,log_peak_flux,log_integrated_flux,log_flux_ratio,recon_error,error_sigma,radio_class
357.56614,13.14791,0.822,29.0236,40.9476,483.311,219.685,0.4545,107.78,-1.683,anomaly,-0.08512818245994963,1.4627512800234055,1.6122284521940795,0.41783577,6.0636,ultra_steep_spectrum
99.85005,78.77143,3.4364,23.7778,8.0505,35.02,4.362,0.1246,174.54,-0.594,agn_jet,0.5361037103634877,1.3761716697923696,0.9058228543427167,0.4175732,6.059406,jet_candidate
170.43658,33.58044,0.9104,82.7175,88.746,144.007,111.42,0.7737,1.68,-1.663,anomaly,-0.040767750949004054,1.9175974001138436,1.948148787450214,0.41696158,6.0496345,ultra_steep_spectrum
3.231,19.86502,0.3272,31.1664,97.1013,134.683,46.197,0.343,30.14,-1.686,anomaly,-0.48518670500071465,1.493686640248343,1.987225044316317,0.41628465,6.0388203,ultra_steep_spectrum
75.5836,5.80441,1.1443,12.9515,13.2488,33.747,2.846,0.0843,76.15,-0.049,anomaly,0.05853989793978079,1.1123200698842577,1.122176544161196,0.41548848,6.026101,jet_candidate
84.37408,65.66157,0.427,38.0886,94.3768,413.612,178.423,0.4314,9.58,-1.819,anomaly,-0.36957212497497616,1.5807950098505315,1.9748652477907558,0.41436005,6.008074,ultra_steep_spectrum
258.58803,23.53556,35.7046,452.0289,12.2575,117.632,23.757,0.202,139.3,-0.761,double_lobe,1.5527241720203424,2.65516620186735,1.0884019019182158,0.4117183,5.9658713,double_lobe_candidate
103.0437,-28.11352,0.9224,22.6779,26.9386,336.949,233.313,0.6924,112.15,-1.722,anomaly,-0.03508070571335739,1.3556028359070385,1.4303750216737672,0.41138947,5.960618,ultra_steep_spectrum
164.2092,26.41405,35.1641,1038.0015,29.9951,75.125,6.561,0.0873,72.42,-1.097,anomaly,1.54609950643489,3.0161979811051673,1.4770503141606481,0.4112932,5.95908,jet_candidate
165.85164,41.22626,0.4973,25.5043,48.205,492.211,221.229,0.4495,92.82,-1.703,anomaly,-0.303381540767775,1.4066134082314785,1.6830920871971289,0.4109426,5.9534793,ultra_steep_spectrum
93.22554,-37.22292,128.0338,975.5294,7.7153,116.861,24.077,0.206,143.3,-0.669,double_lobe,2.1073246353957003,2.9892403624700186,0.8873528177370137,0.41032127,5.943553,double_lobe_candidate
100.13731,64.96587,164.645,1994.5754,12.7269,58.712,33.041,0.5628,125.56,-1.603,double_lobe,2.2165485464334034,3.299850458387142,1.1047226317096595,0.40889174,5.9207153,ultra_steep_spectrum
140.75538,60.43642,0.7842,49.9201,63.5506,362.71,274.441,0.7566,119.81,-1.349,anomaly,-0.10557316203581206,1.6982754466544294,1.8031196552119633,0.40805364,5.9073267,ultra_steep_spectrum
227.71935,10.62715,0.367,22.7443,61.1281,352.66,276.289,0.7834,69.2,-1.705,anomaly,-0.4353339357479107,1.3568725751156123,1.7862408971419903,0.40792128,5.9052124,ultra_steep_spectrum
113.66028,33.54986,1.3143,11.2936,9.5339,36.17,12.271,0.3393,154.4,-0.674,agn_jet,0.11869450789783784,1.0528324017053479,0.9792705923491569,0.40774557,5.9024053,unclassified
136.72323,-37.26502,13.1761,291.6073,23.7425,44.862,3.157,0.0704,42.2,-0.397,anomaly,1.1197868822518153,2.464798391765398,1.3755264466758887,0.40722913,5.8941545,jet_candidate
142.36766,-9.6484,56.9098,405.478,7.1966,111.667,24.041,0.2153,41.09,-0.651,double_lobe,1.755187059355487,2.607967295691945,0.8571273644881814,0.40694928,5.889684,double_lobe_candidate
69.05569,-3.26954,0.1018,8.2828,78.2116,371.729,182.289,0.4904,49.35,-1.913,anomaly,-0.99225222199926,0.9181771748268674,1.893271170481565,0.4066432,5.884794,ultra_steep_spectrum
100.52916,63.1726,0.1195,13.1339,91.5765,492.389,167.637,0.3405,171.59,-1.438,anomaly,-0.9226320947158435,1.118393705296061,1.9617840410290488,0.4064063,5.88101,ultra_steep_spectrum
340.2511,-20.57979,11.4957,35.1973,2.663,54.841,6.498,0.1185,168.94,-0.581,agn_jet,1.0605354216149823,1.5465093498396332,0.4253711664389412,0.40588206,5.872635,jet_candidate
161.61781,58.58268,1.5537,17.3913,12.4113,111.545,55.896,0.5011,172.29,-0.524,double_lobe,0.1913671657375565,1.2403320467367356,1.0938172733002867,0.40498394,5.858287,unclassified
333.02212,0.06086,0.3485,20.7629,56.6784,295.994,190.975,0.6452,161.29,-0.948,anomaly,-0.4577972175659718,1.3172880122803734,1.7534175818545537,0.4048821,5.85666,giant_diffuse
228.11952,23.52146,0.4665,45.9894,99.6274,297.029,183.163,0.6166,160.57,-1.687,anomaly,-0.3311483519174812,1.6626577435947174,1.9983787965793458,0.40433872,5.847979,ultra_steep_spectrum
45.37931,5.68083,1.0251,10.0827,9.4331,39.905,9.868,0.2473,133.22,-0.414,agn_jet,0.010766233518425195,1.0035768454116087,0.9746544384054339,0.4034196,5.8332963,double_lobe_candidate
132.31459,42.07649,3.797,35.0194,9.7673,53.699,6.574,0.1224,20.11,0.076,anomaly,0.5794405971397972,1.544308700887307,0.9897745271621758,0.40266752,5.8212814,jet_candidate
57.80693,0.33634,0.1167,2.2514,21.0318,428.603,173.099,0.4039,45.44,-1.218,anomaly,-0.9329291439546298,0.35245266175301565,1.3228764432338442,0.4025663,5.8196645,giant_diffuse
61.23887,-26.80938,4.4775,17.5793,4.8872,56.043,21.129,0.377,178.31,-0.487,agn_jet,0.6510355945210692,1.2450015776666525,0.6890601121239531,0.4019525,5.8098583,unclassified
199.02268,-15.69542,0.1142,4.2298,34.2647,352.593,204.664,0.5805,65.91,-1.625,anomaly,-0.9423338960901708,0.6263198328715324,1.5348469337627837,0.40180576,5.807514,ultra_steep_spectrum
291.87064,74.27721,0.5964,55.4131,94.7024,288.188,215.519,0.7478,125.21,-1.92,anomaly,-0.22446236521904303,1.7436124467712466,1.9763609852709514,0.4016461,5.8049636,ultra_steep_spectrum
120.79639,-7.72421,0.6729,17.8769,30.2601,348.959,207.331,0.5941,138.06,-1.102,anomaly,-0.17204947169736978,1.2522922107899905,1.4808703588945846,0.40124935,5.7986255,giant_diffuse
19.81624,-22.0086,1.0616,6.6937,6.4169,45.619,23.83,0.5224,139.8,-0.714,double_lobe,0.02596090985637914,0.8256662441340714,0.8073252713643418,0.4007578,5.7907724,unclassified
269.36433,15.31104,1.6521,20.043,11.9123,33.574,19.505,0.5809,45.44,-1.513,double_lobe,0.21803633120094496,1.301962726473363,1.0759956221772933,0.40019235,5.781739,ultra_steep_spectrum
266.99273,-29.71183,2.5402,24.5598,9.3348,21.382,10.869,0.5083,166.12,-0.985,double_lobe,0.404867911689591,1.3902248258547147,0.9701050175366387,0.40005404,5.7795296,unclassified
335.64514,-31.14248,3.0368,15.7682,5.3273,57.172,21.912,0.3833,172.95,-0.509,agn_jet,0.48241619074719866,1.1977821197915244,0.7265071542047644,0.39973846,5.7744884,unclassified
161.63941,-11.49557,0.1636,3.941,21.796,408.102,179.276,0.4393,5.4,-1.645,anomaly,-0.7862167006646958,0.595606434865603,1.3383767992320712,0.39952245,5.7710376,ultra_steep_spectrum
94.95713,31.44685,13.582,397.088,29.7847,67.282,10.0,0.1486,30.08,-0.105,anomaly,1.1329637261307266,2.598886762882245,1.4739932301189085,0.39895794,5.762019,jet_candidate
101.43503,20.204,0.2743,10.5227,37.1155,442.221,201.426,0.4555,28.5,-1.365,anomaly,-0.5617741923954706,1.022127188929058,1.5695553155091617,0.3987316,5.7584033,ultra_steep_spectrum
202.58415,-4.73307,7.0991,89.8559,12.959,37.95,21.421,0.5645,31.13,-1.622,double_lobe,0.8512032938164074,1.953546598454664,1.1125714898649794,0.39817974,5.749587,ultra_steep_spectrum
173.08962,-30.22536,0.1519,10.8844,71.518,333.899,213.722,0.6401,59.16,-1.554,anomaly,-0.8184422261372136,1.0368044936553746,1.8544153609177727,0.3974991,5.7387137,ultra_steep_spectrum
88.09218,-33.80031,2.0154,15.2554,9.5303,44.615,4.882,0.1094,80.27,-0.249,anomaly,0.3043612542253079,1.1834235994261664,0.979106571812923,0.39749497,5.7386475,jet_candidate
192.64791,19.01798,0.6452,62.3159,92.9568,346.175,184.033,0.5316,167.5,-1.13,anomaly,-0.1903056412830761,1.7945988717192098,1.9682811648928296,0.39667684,5.725578,giant_diffuse
77.55984,63.22468,2.7877,41.2554,14.4185,25.914,15.38,0.5935,154.4,-0.962,double_lobe,0.4452460350806173,1.6154808022607878,1.1589200817698595,0.39655936,5.723701,unclassified
192.75329,-4.53535,7.9863,45.0207,5.7146,54.481,7.143,0.1311,172.73,-0.534,agn_jet,0.9023456201455017,1.653412243302749,0.756985836853364,0.39600486,5.7148423,jet_candidate
255.35779,44.33355,0.4338,21.1541,53.0085,141.969,44.789,0.3155,7.73,-1.732,anomaly,-0.3627104523218255,1.3253945530259397,1.724345515017979,0.39526463,5.7030168,ultra_steep_spectrum
173.63282,48.22959,2.5708,15.9156,5.98,42.813,16.751,0.3913,176.78,-0.68,agn_jet,0.4100682912383624,1.2018230156731613,0.7767011839884109,0.3950836,5.700125,unclassified
217.36984,-16.17852,2.1153,15.4026,9.1104,50.01,2.55,0.051,7.03,-1.489,anomaly,0.3253719693967049,1.1875940370925993,0.9595374454668611,0.39496583,5.6982436,ultra_steep_spectrum
74.57437,76.18255,74.8933,1996.1874,25.3748,71.91,5.152,0.0716,99.13,-0.796,anomaly,1.8744429671897214,3.300201309980178,1.4044026278970847,0.39493895,5.697814,jet_candidate
121.62322,64.30566,0.2672,10.9151,46.123,330.501,211.788,0.6408,152.7,-1.34,anomaly,-0.5731635461964919,1.0380277189044569,1.6639175475617933,0.39377356,5.6791964,ultra_steep_spectrum
250.50516,76.25938,40.2381,252.9804,6.1577,105.976,22.891,0.216,153.33,-0.722,double_lobe,1.6046374656115667,2.4030868749245022,0.7894185264771647,0.3934691,5.6743326,double_lobe_candidate
223.33345,31.10856,1.1632,6.9318,5.6307,110.131,23.495,0.2133,28.76,-0.649,double_lobe,0.06565439351496262,0.8408460237260371,0.750562389032476,0.39278606,5.6634207,double_lobe_candidate
247.5711,-31.3965,3.739,103.72,27.1043,76.511,4.602,0.0601,145.43,-0.072,anomaly,0.5727554651542196,2.015862508097314,1.4330381956024845,0.39273837,5.662659,jet_candidate
197.64172,-2.58919,0.1125,12.5562,92.3872,312.537,249.811,0.7993,169.28,-1.694,anomaly,-0.9488474775526187,1.098858224693234,1.9656118050465055,0.39087567,5.6329017,ultra_steep_spectrum
254.2919,-30.75661,1.3351,3.8798,2.8043,38.088,8.313,0.2183,177.66,-0.72,agn_jet,0.12551379590411496,0.5888093387037204,0.44782447198195774,0.39017895,5.6217713,unclassified
177.96654,44.72119,12.9257,52.2365,3.9122,36.189,21.418,0.5918,48.73,-1.574,double_lobe,1.1114540719133963,1.7179740702270327,0.5924210487423882,0.38973397,5.6146626,ultra_steep_spectrum
153.60063,58.09898,3.894,16.3336,5.057,48.339,26.331,0.5447,174.46,-0.785,double_lobe,0.5903959471840129,1.2130819157731236,0.7038929536325446,0.3894769,5.6105556,unclassified
147.91606,60.68091,0.9268,87.3007,88.391,335.47,267.083,0.7961,123.87,-1.613,anomaly,-0.033013974882062064,1.941017726007042,1.94640804726058,0.38873067,5.5986342,ultra_steep_spectrum
17.28921,8.22279,1.4374,13.4665,8.6893,51.754,15.349,0.2966,160.25,-0.479,agn_jet,0.15757764052072906,1.1292547354259748,0.9389847915945587,0.38865054,5.5973544,double_lobe_candidate
276.40601,-20.36867,1.5884,8.7223,5.2577,30.886,2.254,0.073,64.18,-0.124,anomaly,0.20095987839184537,0.9406310199783086,0.7207958019944647,0.38833117,5.5922523,jet_candidate
264.74322,20.1137,5.1528,8.7,1.6553,5.638,4.654,0.8255,3.19,-0.468,resolved_galaxy,0.7120432861478547,0.9395192526186185,0.21887671505275658,0.38824943,5.590946,unclassified
334.32869,-30.36764,1.3861,9.6198,8.1834,23.884,4.955,0.2075,164.03,-0.71,agn_jet,0.1417945635236572,0.9831660429526474,0.9129337797654992,0.38785028,5.58457,double_lobe_candidate
53.61574,40.93485,1.1167,6.9069,5.6609,36.613,17.523,0.4786,175.58,-0.849,double_lobe,0.04793651613807908,0.839283168216574,0.752885483124873,0.38771725,5.5824447,unclassified
263.8348,35.42991,0.3757,20.8268,55.1799,108.585,40.988,0.3775,11.73,-1.626,anomaly,-0.4251588049366154,1.3186225465150854,1.7417809090919245,0.38685206,5.5686226,ultra_steep_spectrum
104.81655,38.98394,2.2247,46.6701,25.309,49.792,4.831,0.097,15.13,-1.723,anomaly,0.34727145480960453,1.6690387314487227,1.4032749858116864,0.38578102,5.5515127,ultra_steep_spectrum
289.05434,38.30859,51.9963,300.0201,6.6501,33.599,19.855,0.591,173.87,-1.316,double_lobe,1.715972440812608,2.4771503514752196,0.8228281759980905,0.3848672,5.536914,ultra_steep_spectrum
342.67008,-3.89861,1.6679,11.2057,6.3989,34.384,8.446,0.2456,160.76,-0.621,agn_jet,0.22217000868176526,1.0494389913165754,0.8061053232043249,0.3846006,5.532655,double_lobe_candidate
139.45517,69.81124,33.4412,56.5832,2.0059,21.367,8.211,0.3843,171.72,-1.038,agn_jet,1.524281853217567,1.7526875048573396,0.30230927836998506,0.38427976,5.5275292,unclassified
327.63977,-8.35671,1.0438,22.3666,22.7594,36.314,3.707,0.1021,175.53,-0.631,anomaly,0.018617292519441633,1.3495999709780058,1.3571608086841993,0.38414347,5.525352,jet_candidate
224.87006,12.97733,0.1316,6.4804,55.7579,437.123,182.429,0.4173,91.26,-1.064,anomaly,-0.8807441107220634,0.8116018133445627,1.74630640864113,0.3836309,5.5171633,giant_diffuse
227.98749,45.63507,0.4453,34.1097,67.244,325.447,230.815,0.7092,151.83,-1.186,anomaly,-0.3513473048687771,1.5328778997381647,1.827653539482762,0.38360626,5.51677,giant_diffuse
191.21884,-39.78006,24.0696,418.0968,14.3557,24.646,14.462,0.5868,177.28,-1.016,double_lobe,1.381468873023837,2.621276843590452,1.1570243740338744,0.38346034,5.5144386,unclassified
282.36671,-35.86077,0.2565,8.1913,27.6364,312.286,211.085,0.6759,33.29,-1.3,anomaly,-0.5909126305521649,0.9133528319219636,1.4414814698902605,0.38171348,5.4865317,giant_diffuse
195.49479,45.51277,49.5068,275.7552,5.5276,113.918,32.703,0.2871,170.08,-0.742,double_lobe,1.6946648554921402,2.4405237108130904,0.7425366081580959,0.38107938,5.476402,double_lobe_candidate
340.83368,13.04714,4.8867,11.9993,2.6686,29.108,8.62,0.2961,175.5,-0.869,agn_jet,0.6890156780206492,1.0791559114639147,0.4262834816887792,0.38087636,5.473159,unclassified
30.10622,-38.10605,1.4901,6.4538,3.6182,106.993,31.646,0.2958,8.48,-0.658,double_lobe,0.17321541471488577,0.809815502709934,0.5584925692943106,0.38080695,5.4720497,unclassified
341.49966,-18.48373,0.4508,29.2537,70.9275,416.741,184.846,0.4436,79.23,-0.986,anomaly,-0.3460160926259311,1.466180803339884,1.8508146524279874,0.3799525,5.4583993,giant_diffuse
196.26462,-20.67547,0.6672,37.0041,61.8966,369.459,197.859,0.5355,52.67,-1.467,anomaly,-0.1757439623703177,1.5682498459245036,1.7916667937407509,0.37965056,5.453576,ultra_steep_spectrum
194.84076,53.70651,0.5175,34.3956,68.0886,486.115,167.37,0.3443,0.82,-1.704,anomaly,-0.2860896458710447,1.536502889724459,1.833074404548068,0.3789763,5.4428043,ultra_steep_spectrum
297.02656,-22.24519,0.1004,7.7804,74.3725,285.342,164.7,0.5772,150.2,-1.084,anomaly,-0.9982662871909994,0.8910019251808408,1.8714123803574083,0.37845558,5.4344854,giant_diffuse
275.75938,64.39096,0.1055,2.9336,23.3548,310.479,153.722,0.4951,0.56,-1.283,anomaly,-0.9767475403662885,0.46740089695254633,1.3683761525371696,0.37827513,5.431603,giant_diffuse
202.81573,68.6057,2.4714,20.9158,8.0358,18.987,5.816,0.3063,179.62,-0.844,agn_jet,0.39294304234006117,1.3204744803888449,0.9050291192189105,0.3778373,5.424608,unclassified
50.71995,69.04371,0.1336,6.9406,48.4985,331.944,210.711,0.6348,61.58,-1.561,anomaly,-0.8741935418604732,0.8413970159052395,1.6857283066064512,0.3770958,5.4127626,ultra_steep_spectrum
159.17995,61.1113,0.1122,9.2764,85.3286,460.725,147.286,0.3197,6.39,-1.689,anomaly,-0.9500071430798575,0.9673794672241792,1.9310946201520045,0.37707257,5.4123917,ultra_steep_spectrum
3.45529,40.2575,1.0483,6.4942,5.8247,50.868,24.231,0.4764,173.37,-0.779,double_lobe,0.020485585796551454,0.8125256593375471,0.7652735620242797,0.37644082,5.402299,unclassified
88.74879,15.3153,0.1854,15.856,91.4578,460.836,193.647,0.4202,84.8,-1.157,anomaly,-0.7318902701915218,1.2001936371412,1.9612207502990733,0.37640622,5.4017463,giant_diffuse
273.06162,32.40779,2.779,22.5468,8.3664,59.141,19.562,0.3308,130.56,-0.323,agn_jet,0.4438885467773719,1.353084912468595,0.9225386244855804,0.3763786,5.401305,unclassified
48.16796,12.53535,1.4466,13.457,8.0366,40.171,14.568,0.3626,152.45,-0.637,agn_jet,0.16034846076109732,1.1289482524093308,0.9050723530341229,0.37597752,5.3948975,unclassified
36.4292,43.9245,0.3865,12.2671,32.2426,395.311,188.041,0.4757,114.64,-1.085,anomaly,-0.4128505017456563,1.088741905607509,1.5084300554694217,0.3758891,5.393485,giant_diffuse
45.63905,-10.59467,0.3443,25.1865,73.5689,363.844,165.305,0.4543,19.06,-1.9,anomaly,-0.46306297729532647,1.4011678206820735,1.8666942625328955,0.3746867,5.374276,ultra_steep_spectrum
356.26218,44.4132,1.8152,19.3274,10.9107,12.708,0.915,0.072,30.0,-1.862,anomaly,0.2589244828768795,1.2861734349080405,1.0378526146016354,0.37414515,5.365625,ultra_steep_spectrum
200.47638,8.12172,1.8032,31.2347,14.9794,61.261,4.51,0.0736,34.5,-1.942,anomaly,0.2560438987020313,1.4946373390327927,1.1754944180425015,0.37301266,5.3475327,ultra_steep_spectrum
346.57651,13.23873,0.7168,45.2056,72.2971,429.01,203.353,0.474,65.02,-1.496,anomaly,-0.14460200334593123,1.6551922378745059,1.8591208771111705,0.37297398,5.346915,ultra_steep_spectrum
301.85577,-32.99251,0.3986,11.2001,31.927,368.106,194.178,0.5275,43.03,-1.37,anomaly,-0.3994627056355312,1.0492219002821737,1.504158112255195,0.37258965,5.340775,ultra_steep_spectrum
35.30867,46.74923,0.2359,19.4074,84.7075,389.253,181.757,0.4669,141.13,-1.178,anomaly,-0.6272720591144045,1.287967357063455,1.927921864456013,0.3720303,5.331839,giant_diffuse
123.09762,68.55042,59.3648,246.4714,3.9234,114.07,24.917,0.2184,115.97,-0.78,double_lobe,1.7735290090033513,2.3917665319588997,0.5936625877464078,0.3707298,5.3110633,unclassified
56.63032,72.46958,2.2882,28.0637,13.9041,40.238,19.852,0.4934,162.73,-0.688,double_lobe,0.35949398126623194,1.4481449291174973,1.1431428826152368,0.37037015,5.3053174,unclassified
150.24969,70.30227,156.0824,624.2225,4.3239,116.87,28.147,0.2408,162.11,-0.732,double_lobe,2.1933539343640565,2.7953394186864626,0.6358756413519506,0.37008065,5.3006926,unclassified
136.2283,21.56722,4.2322,12.5302,3.0626,35.552,20.185,0.5678,170.88,-1.312,double_lobe,0.6265661828560551,1.0979580030135578,0.48609027818537376,0.3697511,5.295428,ultra_steep_spectrum
54.52913,-6.46741,0.4523,15.238,33.5995,105.701,43.029,0.4071,18.38,-1.82,anomaly,-0.3445734122540814,1.1829279692369925,1.5263328146262534,0.3692447,5.2873383,ultra_steep_spectrum
244.27861,35.18074,0.2277,19.3364,78.4513,293.257,180.431,0.6153,174.2,-1.523,anomaly,-0.6426369693848571,1.2863756214705473,1.8946001445851437,0.36910933,5.2851753,ultra_steep_spectrum
146.13793,25.42724,1.4222,10.4297,5.5467,41.833,10.107,0.2416,164.89,-0.473,agn_jet,0.1529606743042487,1.0182718165551636,0.7440346771700003,0.369001,5.283445,double_lobe_candidate
127.01323,10.06883,77.449,386.6499,4.4053,51.955,31.059,0.5978,160.02,-1.495,double_lobe,1.889015814641569,2.5873179021916735,0.6439754891176844,0.36898792,5.283236,ultra_steep_spectrum
224.83438,79.0511,2.9285,19.2773,6.9384,26.727,4.247,0.1589,168.87,-0.676,agn_jet,0.46664522836397887,1.285046206059821,0.8412593333822639,0.3689824,5.283148,double_lobe_candidate
277.51771,7.13425,0.2574,7.5248,29.8497,367.237,198.497,0.5405,76.61,-1.342,anomaly,-0.5893914574316321,0.8764949614020042,1.4749399706747919,0.36863154,5.2775426,ultra_steep_spectrum
321.19781,70.86339,0.4169,13.8806,30.3793,495.735,193.284,0.3899,154.45,-1.816,anomaly,-0.37996810487370264,1.1424082392497614,1.482577762626183,0.3686164,5.277301,ultra_steep_spectrum
153.82298,47.21745,66.2832,1345.7372,22.4801,70.363,6.615,0.094,39.98,-1.101,anomaly,1.8214034669892238,3.1289602577087505,1.3517982388076817,0.3682868,5.272035,jet_candidate
199.90157,78.16882,0.4381,15.4886,32.4835,487.208,189.059,0.388,0.31,-1.563,anomaly,-0.3584267468218246,1.190012164063101,1.5116628170221653,0.3679803,5.267139,ultra_steep_spectrum
186.72433,59.86314,10.0811,33.2636,3.2772,40.261,22.736,0.5647,165.74,-1.397,double_lobe,1.0035079227707866,1.5219692495596266,0.5155029461873581,0.36775956,5.2636123,ultra_steep_spectrum
155.96746,21.87484,2.5677,67.8536,25.4356,72.519,12.663,0.1746,156.89,-0.635,anomaly,0.40954428109640123,1.8315728942751828,1.4054419866544483,0.3673962,5.2578077,giant_diffuse
173.2972,-22.91788,0.2398,15.5224,64.8867,308.74,231.422,0.7496,23.09,-1.396,anomaly,-0.6201508212371701,1.1909588706705039,1.8121556874237608,0.36668944,5.2465167,ultra_steep_spectrum
184.62135,-11.83214,11.9021,99.872,9.5285,30.689,17.375,0.5662,177.87,-1.241,double_lobe,1.0756235948336443,1.9994437469852386,0.9790245383092658,0.36667055,5.246215,unclassified
316.13078,45.42737,0.51,35.5778,78.8979,117.882,47.435,0.4024,15.02,-1.439,anomaly,-0.2924298239020636,1.5511790894083823,1.8970654438868686,0.36662096,5.245423,ultra_steep_spectrum
22.19108,75.02547,18.939,126.5742,7.3762,76.537,15.083,0.1971,171.01,-0.413,anomaly,1.2773570440470163,2.102345191151247,0.8678326837666702,0.3664717,5.2430387,double_lobe_candidate
346.24618,11.46528,27.7405,325.062,11.845,59.237,33.31,0.5623,153.74,-1.534,double_lobe,1.4431142846134013,2.5119662031015015,1.0735350650587838,0.36601952,5.2358146,ultra_steep_spectrum
246.81031,77.99228,0.1532,4.8388,30.9112,491.245,163.476,0.3328,157.55,-1.596,anomaly,-0.8147412347034149,0.6847376719760746,1.4901158650847328,0.36600322,5.235554,ultra_steep_spectrum
158.53681,14.5264,0.2196,19.8978,95.1992,325.256,210.007,0.6457,107.07,-1.449,anomaly,-0.6583676642219457,1.2988050613002704,1.9786332988356787,0.36587876,5.233566,ultra_steep_spectrum
326.62496,7.09757,16.0543,162.6516,9.6619,78.349,6.559,0.0837,35.77,-1.203,anomaly,1.205591374196207,2.211258339783586,0.9850625382557653,0.3658368,5.2328954,jet_candidate
318.33665,1.54977,97.4164,1119.489,14.1244,118.269,25.896,0.219,171.49,-0.913,double_lobe,1.9886320762825265,3.0490198305968077,1.149970008192455,0.36580002,5.232308,double_lobe_candidate
34.31899,29.85498,0.1142,5.9261,51.0509,330.065,251.016,0.7605,115.69,-1.368,anomaly,-0.9423338960901708,0.7727689757099727,1.7080034028693212,0.36555958,5.228467,ultra_steep_spectrum
46.60455,-0.31957,3.7515,39.7623,10.0105,34.292,18.29,0.5334,23.5,-1.503,double_lobe,0.5742049507861838,1.599471497667389,1.0004557699686167,0.36533618,5.224898,ultra_steep_spectrum
99.53943,-29.4056,6.5833,20.8786,3.5814,42.473,23.625,0.5562,169.21,-1.391,double_lobe,0.8184436462778476,1.3197013739921437,0.554052829275318,0.36495304,5.218777,ultra_steep_spectrum
46.09692,20.6106,0.3302,12.844,36.8553,363.196,176.698,0.4865,147.31,-1.816,anomaly,-0.48122293107322517,1.1087002968944648,1.5664999506819919,0.364855,5.217211,ultra_steep_spectrum
184.17065,30.49558,14.6141,79.1452,5.7437,97.033,24.408,0.2515,174.54,-0.642,double_lobe,1.1647720747691273,1.8984245808948284,0.759191748130646,0.36477917,5.2159996,double_lobe_candidate
158.79002,74.76351,0.3295,30.3242,68.9027,381.871,202.605,0.5306,100.42,-1.414,anomaly,-0.4821445810699713,1.4817893523195362,1.8382362403709982,0.3639241,5.202339,ultra_steep_spectrum
285.52755,63.82217,135.7834,1808.5015,12.9846,53.805,31.254,0.5809,5.83,-1.481,double_lobe,2.1328466791561023,3.2573188733085607,1.113428575415573,0.36353594,5.1961384,ultra_steep_spectrum
101.07505,74.42526,41.7121,700.0633,14.969,54.683,31.867,0.5828,16.69,-1.55,double_lobe,1.6202620549969649,2.8451373108682576,1.1751927883866031,0.3633485,5.1931443,ultra_steep_spectrum
55.67177,-25.90906,7.6542,215.3376,25.7915,61.423,8.172,0.133,7.02,-1.617,anomaly,0.8838998059106367,2.3331198684059102,1.4114766008730668,0.3625496,5.1803813,ultra_steep_spectrum
155.14366,26.16369,1.9064,44.8565,20.6079,34.393,5.932,0.1725,16.24,-1.788,anomaly,0.28021402933839973,1.6518253840488542,1.3140337382673752,0.36152697,5.1640444,ultra_steep_spectrum
356.8296,-24.89789,0.4266,13.3031,28.9105,342.06,191.763,0.5606,97.02,-1.791,anomaly,-0.36997914888659006,1.1239528557052174,1.461055602752055,0.36146608,5.1630716,ultra_steep_spectrum
101.48782,43.45113,1.5415,14.2356,8.5899,36.518,11.64,0.3187,152.2,-0.638,agn_jet,0.1879435290625271,1.1533757764494432,0.9339881079871232,0.3609916,5.1554914,unclassified
9.42976,-19.09744,1.2163,10.4966,7.8522,54.764,19.977,0.3648,139.02,-0.432,agn_jet,0.08504070674219377,1.0210486476071892,0.8949913527963077,0.36072537,5.1512384,unclassified
127.30359,-10.04112,0.0995,2.3282,22.5062,274.353,210.972,0.769,14.73,-1.429,anomaly,-1.0021769192542744,0.36702028489775723,1.3523021738834486,0.3605578,5.1485615,ultra_steep_spectrum
327.08443,31.03896,0.3895,9.1402,24.0195,323.034,176.583,0.5466,14.56,-1.538,anomaly,-0.4094925379914167,0.9609556987913892,1.3805639627046453,0.36013076,5.1417394,ultra_steep_spectrum
324.08896,7.00287,0.7236,28.4776,39.8101,349.044,180.464,0.517,15.23,-1.561,anomaly,-0.14050144181222385,1.4545033855730893,1.5999932685007934,0.36001664,5.139916,ultra_steep_spectrum
79.55036,26.29867,38.5468,173.453,5.2958,75.696,4.865,0.0643,80.24,-1.103,anomaly,1.5859883305056295,2.239181815692512,0.7239315752729375,0.35974646,5.1355996,jet_candidate
113.16051,26.85604,1.3917,12.8066,9.575,22.655,10.039,0.4431,144.02,-0.875,double_lobe,0.143545627238422,1.1074338450271872,0.9811387826406603,0.35970524,5.1349416,unclassified
118.39428,43.72917,0.1437,9.5789,72.9415,342.054,167.75,0.4904,105.18,-1.05,anomaly,-0.8425432318657744,0.9813156394168605,1.8629746900858588,0.35970467,5.1349325,giant_diffuse
223.84373,6.28612,14.2975,56.9243,3.7266,29.242,15.452,0.5284,171.46,-1.175,double_lobe,1.15526010521871,1.7552976987864073,0.5713127796291944,0.35949275,5.131547,unclassified
342.57467,46.14823,0.4019,30.0416,79.9312,494.486,206.02,0.4166,62.73,-1.661,anomaly,-0.3958819938079652,1.477723059246461,1.9027163330432695,0.35823193,5.111405,ultra_steep_spectrum
