source_id,type,flux_soft,flux_medium,flux_hard,log_flux_soft,log_flux_medium,log_flux_hard,hr1,hr2,extent,log_extent,variability_index,pileup_fraction,ra,dec,recon_error,error_sigma,xray_class
63031,xrb,3.728147720355721e-15,1.7038377103734276e-14,2.1024394253528336e-14,-14.4285,-13.7686,-13.6773,0.6409,0.1047,0.87,-0.0604,4.501,0.0216,81.68207,12.3682,0.27127534,5.3995714,unclassified
42160,anomaly,4.14084075353944e-13,3.64222549514729e-13,4.9432615432819535e-15,-12.3829,-12.4386,-14.306,-0.0641,-0.9732,0.046,-1.0,12.584,0.1442,184.82694,18.82739,0.27114078,5.3964186,extreme_variable
74543,xrb,1.2720255250031564e-14,4.758234367644726e-15,3.7047372434660206e-15,-13.8955,-14.3226,-14.4312,-0.4555,-0.1245,0.314,-0.5035,4.515,0.0888,7.46385,-55.39809,0.27092427,5.3913455,unclassified
65572,agn,3.62681370043936e-14,2.4282848278605307e-14,2.4468947672009728e-14,-13.4405,-13.6147,-13.6114,-0.1979,0.0038,0.234,-0.631,3.105,0.0899,291.10767,58.78575,0.27088287,5.3903756,unclassified
65624,anomaly,6.887151707671653e-12,8.165414968131857e-13,1.0715869315959642e-12,-11.162,-12.088,-11.97,-0.788,0.1351,0.069,-1.0,5.53,0.0712,103.56618,-2.71508,0.27072263,5.386621,unclassified
56541,agn,7.863856999191152e-19,1.2097187424960242e-15,2.280527595945636e-15,-18.1044,-14.9173,-14.642,0.9987,0.3068,0.102,-0.9929,0.122,0.0076,171.30618,-37.32421,0.2707199,5.3865566,heavily_absorbed
42199,anomaly,1.0787689010433585e-13,1.10305425048514e-15,4.432896030332209e-17,-12.9671,-14.9574,-16.3533,-0.9798,-0.9227,0.127,-0.8947,2.714,0.0035,63.81384,-79.19622,0.27039567,5.37896,ultra_soft
46545,anomaly,6.763749327595355e-12,1.0697424012704248e-14,3.237274234562346e-16,-11.1698,-13.9707,-15.4898,-0.9968,-0.9413,0.157,-0.8031,3.992,0.0203,179.7586,-39.50604,0.2702899,5.376482,ultra_soft
8316,anomaly,6.177846538787139e-17,1.862623390130813e-14,4.043160734384036e-13,-16.2092,-13.7299,-12.3933,0.9934,0.9119,1.633,0.2129,0.246,0.0957,162.07492,-89.79606,0.27021316,5.374684,ultra_hard
64381,anomaly,2.6547255729251093e-12,1.56979347788184e-14,8.267525152241705e-17,-11.576,-13.8042,-16.0826,-0.9882,-0.9895,0.024,-1.0,3.429,0.0776,198.62671,73.59881,0.27016488,5.3735523,ultra_soft
43162,anomaly,6.175412865973151e-12,5.003575972704999e-12,7.771842111188847e-12,-11.2093,-11.3007,-11.1095,-0.1048,0.2167,5.235,0.7189,10.869,0.0011,14.6271,51.9053,0.27002633,5.370306,extreme_variable
13607,agn,4.022591227968972e-16,3.823664129223101e-14,9.444944085094555e-14,-15.3955,-13.4175,-13.0248,0.9792,0.4237,1.824,0.261,3.935,0.0878,8.57108,-23.37962,0.26954395,5.3590035,heavily_absorbed
14665,anomaly,8.88735243445184e-12,2.3455090103433035e-13,1.6597238570332754e-15,-11.0512,-12.6298,-14.78,-0.9486,-0.9859,2.769,0.4423,1.255,0.0231,209.51827,-42.78998,0.26920933,5.3511634,ultra_soft
56596,agn,3.396211138759382e-14,6.761543056064042e-14,5.4734817828721044e-14,-13.469,-13.17,-13.2617,0.3313,-0.1053,1.535,0.1862,3.843,0.0589,112.60009,-39.31763,0.26887754,5.343389,unclassified
27595,anomaly,7.533589179671808e-12,1.3403601515489927e-12,2.336421393298115e-13,-11.123,-11.8728,-12.6314,-0.6979,-0.7031,0.014,-1.0,18.803,0.0685,309.65307,69.71663,0.26883283,5.342342,ultra_soft
66655,anomaly,2.7313139323991685e-13,7.590346911849222e-14,2.4150105784527907e-14,-12.5636,-13.1197,-13.6171,-0.5651,-0.5173,1.613,0.2078,5.901,0.0131,56.24521,28.819,0.2687438,5.340256,unclassified
4778,anomaly,2.9597118996151942e-12,6.562487097215574e-14,6.181540064318571e-16,-11.5288,-13.1829,-15.2089,-0.9566,-0.9813,0.174,-0.7588,1.918,0.1457,173.81433,-32.86055,0.26859832,5.336847,ultra_soft
10723,anomaly,2.752932741901296e-13,7.088484490600255e-14,6.531725110467321e-15,-12.5602,-13.1494,-14.185,-0.5905,-0.8313,0.001,-1.0,18.915,0.1191,145.37184,-0.17151,0.2684158,5.3325706,extreme_variable
55634,anomaly,4.243388350243495e-12,4.455859567067858e-13,1.2479599077696077e-12,-11.3723,-12.3511,-11.9038,-0.8099,0.4738,1.678,0.2247,16.173,0.0898,251.57209,-1.70101,0.2683494,5.331015,extreme_variable
70041,agn,3.281461618019441e-14,7.316461356882024e-14,1.0607490495018139e-13,-13.4839,-13.1357,-12.9744,0.3807,0.1836,1.498,0.1754,3.8,0.0614,296.48885,86.05719,0.26816168,5.3266163,unclassified
23541,agn,1.4814351858404646e-13,9.954051109891335e-14,1.2951730156876915e-13,-12.8293,-13.002,-12.8877,-0.1962,0.1309,0.306,-0.515,3.778,0.0988,280.81783,-22.36933,0.26797104,5.3221493,unclassified
62801,anomaly,1.6335196977641473e-12,1.3749567348716065e-14,1.272872373197384e-14,-11.7869,-13.8617,-13.8952,-0.9833,-0.0386,2.737,0.4373,4.284,0.1206,102.50662,84.0797,0.26783526,5.318968,unclassified
21686,anomaly,2.8481421277742804e-15,1.015504290106113e-13,4.2649474869417024e-12,-14.5454,-12.9933,-11.3701,0.9454,0.9535,0.153,-0.8155,2.92,0.1668,351.89208,48.30111,0.26760128,5.3134856,ultra_hard
18544,anomaly,2.5144719968433385e-12,1.1702698637367571e-12,4.151230937718918e-14,-11.5996,-11.9317,-13.3818,-0.3648,-0.9315,0.012,-1.0,15.608,0.1059,358.42379,-14.20709,0.26714683,5.302838,extreme_variable
47051,anomaly,2.795015255537638e-12,4.7638608654742716e-14,2.571396758295882e-14,-11.5536,-13.322,-13.5898,-0.9665,-0.2989,2.686,0.4291,4.522,0.1012,178.42337,20.17983,0.26668262,5.291961,unclassified
78963,agn,2.777948112202117e-15,1.6134478778586166e-15,2.6435321904862284e-15,-14.5563,-14.7922,-14.5778,-0.2652,0.242,0.085,-1.0,3.515,0.0933,355.95586,59.75463,0.26657206,5.2893705,unclassified
48182,anomaly,3.8493065609977745e-12,4.868296051100054e-13,1.0467396855999345e-12,-11.4146,-12.3126,-11.9802,-0.7755,0.3651,1.223,0.0875,10.161,0.128,88.26249,38.46377,0.26609102,5.2780995,extreme_variable
29225,agn,1.155973120554965e-14,1.488062482937633e-14,2.3655801605546026e-14,-13.9371,-13.8274,-13.6261,0.1256,0.2277,1.922,0.2837,0.212,0.0511,235.39571,-55.84662,0.26598206,5.2755466,unclassified
61824,anomaly,3.8717541425169065e-12,5.462819469992673e-13,5.726445469132401e-13,-11.4121,-12.2626,-12.2421,-0.7527,0.0236,0.158,-0.8008,16.632,0.1375,103.93993,-29.49528,0.2659716,5.2753015,extreme_variable
69915,xrb,1.1831554884558565e-13,6.981035736025458e-13,2.0380682613324e-12,-12.927,-12.1561,-11.6908,0.7102,0.4897,0.068,-1.0,2.219,0.127,56.19256,13.93808,0.26575544,5.2702365,unclassified
58420,xrb,1.3043012493304162e-14,5.597738837965112e-15,3.388379881987732e-15,-13.8846,-14.252,-14.47,-0.3994,-0.2459,0.091,-1.0,2.122,0.173,108.58709,4.91011,0.26561034,5.2668366,unclassified
55489,anomaly,1.2288804632580393e-16,7.34946427284072e-15,3.94998984232071e-13,-15.9105,-14.1337,-12.4034,0.9671,0.9635,0.074,-1.0,0.038,0.0269,297.94091,54.04068,0.2655812,5.266154,ultra_hard
50821,xrb,3.2986010131658877e-16,4.234020247803084e-15,1.0147510671896137e-14,-15.4817,-14.3732,-13.9936,0.8554,0.4112,0.012,-1.0,3.366,0.1852,335.4483,70.79397,0.26514506,5.255935,unclassified
71188,anomaly,8.952229600811912e-12,2.226969191164016e-14,2.6110599930876563e-14,-11.0481,-13.6523,-13.5832,-0.995,0.0794,2.981,0.4743,3.107,0.0329,248.21258,16.59709,0.26512957,5.255572,unclassified
17981,agn,7.314946810424097e-14,3.5227598487023087e-13,4.4377961673899775e-13,-13.1358,-12.4531,-12.3528,0.6561,0.1149,1.843,0.2655,3.98,0.0775,244.78242,-29.26889,0.26488876,5.24993,unclassified
40428,xrb,5.985596766519552e-14,2.9395205235596886e-14,1.005786415307165e-14,-13.2229,-13.5317,-13.9975,-0.3413,-0.4901,0.053,-1.0,3.457,0.102,157.11076,-68.6928,0.26457885,5.242668,unclassified
34875,xrb,1.750373051666267e-14,1.6233223684836368e-14,7.077632178770385e-16,-13.7569,-13.7896,-15.1501,-0.0377,-0.9164,0.844,-0.0735,3.538,0.0945,346.827,-53.48474,0.2645394,5.2417436,unclassified
66578,anomaly,9.00333961383495e-12,1.594743567992773e-12,1.1221094428765113e-11,-11.0456,-11.7973,-10.95,-0.6991,0.7511,14.932,1.1741,12.349,0.0621,285.05409,-49.44225,0.26432902,5.2368145,extended_transient
32105,anomaly,8.399976470898236e-16,4.907434829728537e-13,1.6377377732819868e-12,-15.0757,-12.3091,-11.7858,0.9966,0.5389,0.093,-1.0,2.354,0.1543,196.77075,1.54097,0.26426437,5.2353,ultra_hard
28381,agn,1.5045353823688786e-14,2.0157506096248418e-14,2.4617302927498116e-14,-13.8226,-13.6956,-13.6088,0.1452,0.0996,0.111,-0.9527,3.896,0.0974,91.60379,-26.48611,0.26383877,5.2253275,unclassified
46498,xrb,5.301694163300625e-13,5.136139587079178e-13,3.663378289199124e-14,-12.2756,-12.2894,-13.4361,-0.0159,-0.8668,0.067,-1.0,2.286,0.1085,303.57164,-4.06144,0.26326823,5.21196,unclassified
38102,anomaly,5.440365115469145e-12,1.321296857379009e-14,1.1569167944937706e-14,-11.2644,-13.879,-13.9367,-0.9952,-0.0663,0.693,-0.1592,4.031,0.0338,123.62978,-89.51802,0.2630133,5.2059865,unclassified
55112,anomaly,6.391402076108252e-13,7.299361848731743e-14,7.75272252479747e-14,-12.1944,-13.1367,-13.1105,-0.795,0.0301,0.12,-0.9208,7.216,0.0508,274.82242,-17.24776,0.2629633,5.204815,unclassified
12347,anomaly,8.481050276880657e-12,1.5944518901104344e-13,6.15888384304883e-14,-11.0716,-12.7974,-13.2105,-0.9631,-0.4427,0.532,-0.2737,4.378,0.0609,57.06682,-42.75969,0.2625381,5.1948524,ultra_soft
32873,xrb,2.43865463144299e-14,7.85686326845515e-15,8.829607868198428e-15,-13.6128,-14.1048,-14.0541,-0.5127,0.0583,0.25,-0.602,4.226,0.1041,359.18266,86.65449,0.2623422,5.1902623,unclassified
31182,xrb,1.2365139216267366e-14,7.175754451148807e-15,5.619067457131962e-15,-13.9078,-14.1441,-14.2503,-0.2656,-0.1217,0.037,-1.0,4.962,0.1369,170.07915,-55.12507,0.26226988,5.1885676,unclassified
16858,xrb,4.142414120169808e-15,4.62108018571138e-15,1.376069837762964e-14,-14.3827,-14.3353,-13.8614,0.0546,0.4972,0.54,-0.2675,9.977,0.0191,272.74671,16.14215,0.26220593,5.1870694,extreme_variable
19080,agn,4.238193519848917e-14,9.87205985981703e-14,1.31407830226463e-13,-13.3728,-13.0056,-12.8814,0.3993,0.142,1.856,0.2686,0.339,0.0619,68.41243,-2.79112,0.26219124,5.186725,unclassified
25064,anomaly,2.4487417178032844e-13,3.89665171111891e-16,1.0011877620385507e-15,-12.6111,-15.4093,-14.9995,-0.9968,0.4397,0.511,-0.2916,4.803,0.0331,39.00797,37.03507,0.26180732,5.1777296,unclassified
79650,anomaly,2.1367763728858992e-11,1.099099982763687e-11,5.7150338109764394e-12,-10.6702,-10.959,-11.243,-0.3207,-0.3158,8.765,0.9427,11.646,0.0057,4.77979,-24.22569,0.26172835,5.175879,extreme_variable
37113,xrb,5.284143397118706e-14,7.042393553554835e-14,1.8651949802496897e-13,-13.277,-13.1523,-12.7293,0.1426,0.4518,0.095,-1.0,2.233,0.1766,337.73936,74.1852,0.26145738,5.1695304,unclassified
32732,anomaly,1.2243958395826897e-11,8.268423780106927e-12,1.2436023438879973e-11,-10.9121,-11.0826,-10.9053,-0.1938,0.2013,5.097,0.7073,10.576,0.0706,145.42639,-41.39873,0.2614475,5.1692986,extreme_variable
39882,anomaly,1.6580518295929794e-11,9.63664391168666e-12,7.95761671264186e-12,-10.7804,-11.0161,-11.0992,-0.2649,-0.0954,6.976,0.8436,9.941,0.0891,23.07275,-1.84102,0.26130453,5.165949,extreme_variable
56738,xrb,2.5984942773341945e-14,1.6793059546539507e-14,2.412506462987312e-15,-13.5853,-13.7749,-14.6175,-0.2149,-0.7488,0.032,-1.0,2.321,0.0958,275.31207,43.62086,0.26120758,5.163677,unclassified
41604,agn,1.6939258267223337e-14,4.460535416312998e-13,6.471867874087859e-13,-13.7711,-12.3506,-12.189,0.9268,0.184,1.563,0.1939,0.164,0.0795,98.05525,-22.67299,0.26103327,5.159593,unclassified
58678,agn,2.764210704707976e-16,8.021217042412171e-14,9.949651042316262e-14,-15.5584,-13.0958,-13.0022,0.9931,0.1073,1.997,0.3005,2.419,0.0921,243.55399,2.02909,0.26087153,5.155803,unclassified
6291,anomaly,7.751240473944405e-12,1.1979185834504415e-11,1.1668474287571198e-11,-11.1106,-10.9216,-10.933,0.2143,-0.0131,5.193,0.7154,7.373,0.0057,225.39069,10.49936,0.2607033,5.1518617,super_luminous
36075,agn,3.1866971966208255e-18,1.0634262071092451e-15,1.9067076742475847e-15,-17.4967,-14.9733,-14.7197,0.994,0.2839,0.053,-1.0,3.446,0.0071,165.09909,73.00886,0.2603921,5.14457,unclassified
18099,anomaly,2.0936464114905596e-14,1.127347989208842e-12,7.230119394579058e-12,-13.6791,-11.9479,-11.1409,0.9635,0.7302,0.262,-0.582,0.589,0.1577,247.6574,-24.06788,0.26032332,5.1429586,ultra_hard
2418,anomaly,6.251381733696933e-16,3.5595898406580686e-13,4.743472500673116e-12,-15.204,-12.4486,-11.3239,0.9965,0.8604,1.231,0.0902,0.369,0.0991,329.67017,89.22625,0.26018256,5.1396604,ultra_hard
74926,anomaly,7.486161249492751e-12,1.2259118841050672e-14,1.8470092579308584e-14,-11.1257,-13.9115,-13.7335,-0.9967,0.2021,1.657,0.2194,2.792,0.0037,240.18299,76.2294,0.25990468,5.1331496,unclassified
41616,xrb,4.7782267883842694e-14,1.9816635287264542e-14,8.243381443878502e-15,-13.3207,-13.703,-14.0839,-0.4137,-0.4124,0.166,-0.7811,2.001,0.0942,37.16156,40.16566,0.25988913,5.1327853,unclassified
17274,anomaly,2.109470612703307e-12,5.4805023809093094e-14,4.771824704129803e-17,-11.6758,-13.2612,-16.3213,-0.9494,-0.9983,0.308,-0.5113,1.14,0.0997,233.91171,-18.71833,0.25962436,5.1265817,ultra_soft
57648,agn,2.3872490060417266e-14,2.7646910122168744e-14,5.136725667595428e-14,-13.6221,-13.5584,-13.2893,0.0733,0.3002,0.032,-1.0,3.905,0.0869,334.91866,25.02898,0.2595054,5.123794,unclassified
44815,anomaly,7.138949187271904e-12,1.3070262616411774e-14,5.402836044905518e-14,-11.1464,-13.8837,-13.2674,-0.9963,0.6104,2.05,0.3118,3.123,0.0275,125.42751,41.81619,0.25941366,5.1216445,unclassified
35982,agn,1.1561418114014904e-15,9.494808248602153e-13,1.3664735242371346e-12,-14.937,-12.0225,-11.8644,0.9976,0.1801,1.026,0.011,3.817,0.0993,341.76931,-11.23261,0.25926763,5.118223,unclassified
12734,anomaly,1.478835692375948e-12,3.5176758046813736e-13,4.3795166859119513e-13,-11.8301,-12.4537,-12.3586,-0.6157,0.1091,0.092,-1.0,11.313,0.0331,144.2092,65.00628,0.2589588,5.1109867,extreme_variable
16035,xrb,1.240858493802579e-14,1.9076227089976415e-14,4.9462128552942825e-14,-13.9063,-13.7195,-13.3057,0.2118,0.4433,0.892,-0.0498,4.818,0.0832,240.87946,9.36728,0.2588852,5.1092625,unclassified
72674,anomaly,9.123036561106874e-12,1.7546758712504208e-12,2.4276125822362006e-13,-11.0399,-11.7558,-12.6148,-0.6774,-0.7569,0.099,-1.0,17.372,0.0523,224.36355,73.49706,0.2588508,5.1084566,ultra_soft
38200,anomaly,3.0738874531658186e-12,4.84571491998915e-13,6.506457610124446e-13,-11.5123,-12.3146,-12.1867,-0.7277,0.1463,0.184,-0.7341,17.229,0.1275,353.93599,-11.9842,0.25882125,5.1077642,extreme_variable
22448,anomaly,1.1472114384579963e-11,3.5614484431980694e-12,9.016743493676631e-12,-10.9404,-11.4484,-11.045,-0.5262,0.4337,9.414,0.9738,5.417,0.0372,246.94064,-89.91757,0.25876373,5.106416,super_luminous
62943,agn,3.290380280147383e-14,1.1252443245188578e-12,6.984583367087705e-13,-13.4828,-11.9488,-12.1559,0.9432,-0.234,1.861,0.2697,1.43,0.0841,357.09828,-15.39071,0.2579555,5.0874786,unclassified
46450,agn,8.717825664691973e-15,6.376692606257632e-13,8.410785482865398e-13,-14.0596,-12.1954,-12.0752,0.973,0.1376,1.213,0.0837,0.282,0.0822,175.68736,-70.03519,0.25794187,5.0871596,unclassified
51564,anomaly,6.9033283511285996e-12,1.3151142579599128e-14,2.3311499067712143e-14,-11.1609,-13.881,-13.6324,-0.9962,0.2787,1.358,0.1328,4.311,0.0541,358.74751,-42.21026,0.25767756,5.0809665,unclassified
46070,anomaly,2.9975378484077582e-12,1.8570058268469973e-14,1.3041187279838597e-14,-11.5232,-13.7312,-13.8847,-0.9877,-0.1749,1.327,0.1228,3.89,0.007,50.7393,-22.06645,0.25767383,5.080879,unclassified
73106,anomaly,2.6861572128066188e-14,1.7506211836363023e-14,1.0367195971868486e-12,-13.5709,-13.7568,-11.9843,-0.2109,0.9668,1.816,0.2591,0.741,0.0497,251.69009,-14.68481,0.25754473,5.077854,unclassified
36111,anomaly,1.7729193998317052e-11,3.797191733393068e-12,8.799409518414997e-12,-10.7513,-11.4205,-11.0555,-0.6472,0.3971,19.559,1.2914,12.579,0.0792,358.08172,-10.36179,0.25748238,5.0763936,extended_transient
3905,anomaly,4.12910668227992e-13,1.2339705708193993e-13,4.362879671071775e-15,-12.3841,-12.9087,-14.3602,-0.5398,-0.9317,0.022,-1.0,16.032,0.1212,151.3862,58.09587,0.25731322,5.07243,extreme_variable
405,anomaly,6.14389949769975e-17,2.5780018815431096e-14,4.200546854030588e-13,-16.2116,-13.5887,-12.3767,0.9952,0.8844,1.945,0.289,1.08,0.0956,96.53156,-33.17967,0.25720617,5.069922,ultra_hard
76415,anomaly,3.111606057019905e-13,1.9991190125374682e-13,9.77451059361583e-14,-12.507,-12.6992,-13.0099,-0.2177,-0.3432,0.033,-1.0,16.351,0.0431,211.22937,56.80655,0.25718343,5.069389,extreme_variable
71340,xrb,4.56264473615946e-14,7.264697114669078e-14,1.6037760179230248e-13,-13.3408,-13.1388,-12.7949,0.2285,0.3765,0.058,-1.0,2.756,0.1617,325.65354,-21.55729,0.25717568,5.0692077,unclassified
42728,anomaly,4.1839354434755234e-13,6.759789549186893e-14,3.058348016485135e-14,-12.3784,-13.1701,-13.5145,-0.7218,-0.377,1.639,0.2145,6.35,0.0095,133.48593,-12.84325,0.25710118,5.0674615,ultra_soft
5440,anomaly,1.0803631023805793e-13,1.681075632682652e-14,2.8169790836705532e-14,-12.9664,-13.7744,-13.5502,-0.7307,0.2525,1.699,0.2301,7.931,0.1466,252.72962,0.94586,0.2568672,5.0619793,unclassified
44586,anomaly,2.0751402470218195e-12,1.2834072745137271e-14,1.9879874198611154e-14,-11.683,-13.8916,-13.7016,-0.9877,0.2154,0.077,-1.0,3.266,0.0377,276.2496,-45.97129,0.25683537,5.0612335,unclassified
565,anomaly,2.0809195258768836e-14,1.1975741019885955e-13,6.0763169998954885e-12,-13.6817,-12.9217,-11.2164,0.7039,0.9613,0.175,-0.7559,1.175,0.1427,101.71471,-21.95551,0.25670356,5.058145,ultra_hard
12535,agn,2.1940153933666542e-14,1.6104970128979664e-14,5.042217195476085e-14,-13.6588,-13.793,-13.2974,-0.1534,0.5158,0.0,-1.0,3.95,0.0973,98.27436,5.1284,0.2566099,5.0559506,unclassified
10671,anomaly,1.2478805936264931e-15,7.966208887017409e-13,5.773584652367242e-12,-14.9038,-12.0987,-11.2386,0.9969,0.7575,0.955,-0.0202,0.182,0.1724,245.29449,-15.9682,0.25643843,5.0519333,ultra_hard
12581,anomaly,9.59425854466656e-13,1.3657840328894568e-15,2.4108970937053162e-17,-12.018,-14.8646,-16.6178,-0.9972,-0.9653,0.137,-0.8618,2.493,0.0593,216.44879,26.6631,0.25619617,5.046257,ultra_soft
36751,agn,3.779863900597648e-17,6.564273717408357e-14,1.7090411532423847e-13,-16.4225,-13.1828,-12.7672,0.9988,0.445,1.903,0.2794,0.939,0.0978,102.0927,58.58987,0.25534013,5.0261993,heavily_absorbed
46185,anomaly,6.777074657543821e-12,2.7626963565288298e-12,1.0982329819720748e-13,-11.169,-11.5587,-12.9593,-0.4208,-0.9235,0.056,-1.0,14.119,0.1121,35.80854,-12.28215,0.25511616,5.0209517,extreme_variable
33606,anomaly,8.645420837059516e-12,5.9906590151727e-14,4.634754725522119e-14,-11.0632,-13.2225,-13.334,-0.9862,-0.1276,1.222,0.0869,3.983,0.0634,335.86056,-35.20645,0.2550901,5.0203404,unclassified
54962,anomaly,1.3882872555928589e-12,2.953555773344671e-13,1.4503282242400998e-13,-11.8575,-12.5297,-12.8385,-0.6491,-0.3413,0.023,-1.0,14.818,0.1106,32.14033,26.54662,0.25498673,5.017919,ultra_soft
28068,anomaly,6.3310816189403e-17,5.504677224834401e-15,3.539304850784555e-13,-16.1985,-14.2593,-12.4511,0.9773,0.9694,1.854,0.2682,0.304,0.0783,206.11782,80.16304,0.25452992,5.0072155,ultra_hard
76716,anomaly,7.660426299741766e-12,7.706090046852391e-15,4.919430233443176e-15,-11.1157,-14.1132,-14.3081,-0.998,-0.2207,2.051,0.3119,3.752,0.0211,231.0338,26.09452,0.25452334,5.0070615,unclassified
14029,anomaly,2.369681774463167e-12,8.443093405941061e-15,1.0556938197453546e-16,-11.6253,-14.0735,-15.9765,-0.9929,-0.9753,0.061,-1.0,2.845,0.0432,118.32762,-8.85396,0.25424397,5.0005155,ultra_soft
72844,xrb,1.6892876146160102e-14,1.4941481064401045e-14,6.634845600188917e-16,-13.7723,-13.8256,-15.1782,-0.0613,-0.915,0.565,-0.2478,3.847,0.078,64.79696,50.88741,0.25403368,4.9955883,unclassified
53080,agn,2.8904142085010536e-14,1.5938785108067678e-14,3.2880014007402114e-14,-13.539,-13.7975,-13.4831,-0.2891,0.347,0.177,-0.7522,3.514,0.098,111.65331,-77.4608,0.25389206,4.99227,unclassified
29179,anomaly,5.933104789407836e-13,7.1719185865463035e-16,4.4260239516645394e-16,-12.2267,-15.1444,-15.354,-0.9976,-0.2368,1.913,0.2818,4.152,0.0122,261.73617,37.60268,0.25383633,4.9909644,unclassified
2594,agn,1.1988912901791096e-13,1.065250087026741e-12,9.453487207883841e-13,-12.9212,-11.9725,-12.0244,0.7977,-0.0596,1.442,0.159,1.686,0.0742,62.29933,56.08261,0.25353447,4.9838915,unclassified
29792,xrb,4.0810860531806655e-14,7.300663442294275e-13,8.29136027047016e-13,-13.3892,-12.1366,-12.0814,0.8941,0.0635,0.024,-1.0,2.638,0.1267,7.76701,-61.57786,0.2533637,4.9798903,unclassified
18564,anomaly,2.2020850265241297e-13,7.146233253410204e-16,2.3076242301330046e-18,-12.6572,-15.1459,-17.6368,-0.9935,-0.9935,0.025,-1.0,2.945,0.0521,197.54599,-5.78229,0.25314468,4.9747586,ultra_soft
59851,xrb,3.5435196123187735e-15,6.882602791207405e-15,1.8645287696048445e-14,-14.4506,-14.1622,-13.7294,0.3203,0.4608,0.11,-0.9596,3.096,0.2225,67.11661,16.81599,0.25290066,4.969041,unclassified
50893,anomaly,8.194343696271363e-16,1.1317736809102507e-12,4.637296940576304e-12,-15.0865,-11.9462,-11.3337,0.9986,0.6076,0.997,-0.0011,0.294,0.1955,136.59618,42.49267,0.2528888,4.968763,ultra_hard
20878,agn,5.244369256064528e-13,7.161983066839809e-13,1.1850346746806062e-12,-12.2803,-12.145,-11.9263,0.1546,0.2466,1.79,0.253,3.582,0.0723,60.20053,65.82577,0.252805,4.9667993,unclassified
24746,agn,5.4463996195577894e-14,9.994559256181378e-14,1.4631066918391358e-13,-13.2639,-13.0002,-12.8347,0.2946,0.1883,1.782,0.2508,2.995,0.063,88.05463,-51.63179,0.25274414,4.9653735,unclassified
24936,agn,4.0998450789803285e-15,6.161461984392721e-15,1.106018700303884e-14,-14.3872,-14.2103,-13.9562,0.2009,0.2845,0.063,-1.0,3.97,0.0945,259.58504,63.89952,0.25247145,4.9589844,unclassified
23540,xrb,1.9995883938313715e-13,8.829848876889303e-14,8.028796792123508e-14,-12.6991,-13.054,-13.0953,-0.3874,-0.0475,0.949,-0.0229,4.368,0.0272,306.91255,3.16887,0.2524323,4.9580665,unclassified
11493,agn,2.989113771158189e-15,1.6631254654710617e-15,1.7615613057117031e-15,-14.5245,-14.7791,-14.7541,-0.285,0.0287,0.244,-0.6133,0.879,0.0921,76.33924,4.57428,0.25223103,4.953351,unclassified
26826,anomaly,8.72771938098092e-14,8.201095716306114e-14,3.483961127369046e-13,-13.0591,-13.0861,-12.4579,-0.0311,0.6189,5.585,0.747,11.349,0.0113,25.79125,-74.40814,0.25197572,4.947369,extreme_variable
22302,agn,1.2080210907128545e-13,3.3553140046536976e-13,6.497579409205306e-13,-12.9179,-12.4743,-12.1872,0.4706,0.3189,1.91,0.2809,1.047,0.0697,176.38887,-37.2356,0.25146005,4.9352865,unclassified
41309,anomaly,5.974894322160795e-13,5.884072378212293e-13,1.7692391130967385e-14,-12.2237,-12.2303,-13.7522,-0.0077,-0.9416,0.007,-1.0,11.09,0.1099,66.29626,-75.28483,0.25144237,4.934872,extreme_variable
51199,anomaly,1.1108141969240302e-15,1.5668458137344498e-13,2.173540979202069e-12,-14.9544,-12.805,-11.6628,0.9859,0.8655,0.165,-0.7825,0.242,0.1905,241.85282,18.98423,0.25134873,4.932678,ultra_hard
16698,anomaly,2.1762767582890564e-12,2.2220550713160088e-13,5.322231628725666e-13,-11.6623,-12.6532,-12.2739,-0.8147,0.4109,1.847,0.2665,14.937,0.0941,209.51781,59.27387,0.25130942,4.9317575,extreme_variable
75337,anomaly,9.497653702353144e-15,1.0871933072001474e-12,3.775604611861483e-12,-14.0224,-11.9637,-11.423,0.9827,0.5529,1.912,0.2816,0.238,0.1862,110.04333,81.80722,0.25112376,4.927407,ultra_hard
71602,anomaly,3.466114114133792e-12,3.661358262371551e-15,2.9589818249316187e-15,-11.4602,-14.4364,-14.5289,-0.9979,-0.1061,2.324,0.3662,2.033,0.1394,14.15579,34.85431,0.2511064,4.9270005,unclassified
65889,anomaly,1.1417434571760522e-11,2.544064519335235e-12,5.016768052139978e-12,-10.9424,-11.5945,-11.2996,-0.6356,0.327,6.655,0.8231,13.157,0.0494,254.06644,-27.85481,0.2509762,4.9239497,extreme_variable
24926,xrb,5.657001903562698e-13,4.19743646035662e-13,2.6932817700752563e-14,-12.2474,-12.377,-13.5697,-0.1481,-0.8794,0.059,-1.0,2.008,0.0992,179.38691,26.9632,0.2509354,4.9229937,unclassified
21520,anomaly,1.734493814725265e-12,2.3121580086531594e-13,4.99555176920926e-13,-11.7608,-12.636,-12.3014,-0.7648,0.3672,1.488,0.1727,11.879,0.1177,2.08232,-19.36589,0.2509309,4.9228883,extreme_variable
9093,anomaly,6.500954207389363e-17,1.2741405273538842e-14,2.8915385646448443e-13,-16.187,-13.8948,-12.5389,0.9898,0.9156,0.051,-1.0,0.231,0.0196,17.02218,23.93396,0.25068623,4.9171553,ultra_hard
