source_id,type,mag_F115W,mag_F150W,mag_F200W,mag_F277W,mag_F356W,mag_F444W,F115W_F150W,F150W_F200W,F200W_F277W,F277W_F356W,F356W_F444W,lya_ew,continuum_slope,balmer_break,oiii_ew,ha_ew,photo_z,ra,dec,recon_error,error_sigma,jwst_class
30285,anomaly,23.983,23.23,26.673,23.789,26.737,24.12,0.7536,-3.4434,2.8841,-2.9482,2.6172,113.75,-0.643,2.388,51.39,311.78,10.738,154.75438,-57.7912,9.521696,6.0108747,ultra_high_z_candidate
28075,dropout,35.0,27.14,27.589,27.473,27.565,27.028,71.86,-0.4492,0.1166,-0.0928,0.5377,17.22,-2.637,0.915,283.2,0.0,9.032,9.59129,83.65577,9.513168,6.0051184,high_z_dropout_candidate
20904,dropout,35.0,27.31,27.737,27.157,27.391,27.3,71.6902,-0.4272,0.5801,-0.2345,0.0917,27.85,-2.526,0.929,446.75,0.0,9.723,164.49837,-81.12579,9.501024,5.9969206,high_z_dropout_candidate
36116,dropout,35.0,28.096,26.992,27.092,26.933,26.917,70.9042,1.1038,-0.1,0.1588,0.0159,132.4,-2.889,0.574,654.97,0.0,11.77,218.01574,26.05072,9.496581,5.993921,high_z_dropout_candidate
42797,dropout,35.0,28.677,25.798,26.198,26.189,25.772,70.3226,2.879,-0.3994,0.0089,0.4168,102.27,-1.975,0.45,367.45,0.0,11.759,143.87314,-24.15462,9.440993,5.956397,high_z_dropout_candidate
25184,dropout,35.0,27.253,27.591,27.343,27.319,27.549,71.7467,-0.3374,0.2473,0.0246,-0.2307,45.94,-2.39,0.537,186.97,0.0,9.05,296.5293,-6.45671,9.440365,5.9559727,high_z_dropout_candidate
16390,dropout,35.0,27.622,27.156,27.659,27.162,27.692,71.3781,0.4663,-0.5034,0.4968,-0.5299,70.35,-2.035,0.37,2.04,0.0,9.347,108.92121,14.30882,9.428783,5.948155,high_z_dropout_candidate
21162,anomaly,24.796,24.806,24.742,20.618,24.629,24.878,-0.0098,0.0642,4.124,-4.0107,-0.249,33.42,-1.611,2.06,40.51,102.17,12.295,140.17466,-44.30797,9.422545,5.943944,ultra_high_z_candidate
36950,dropout,35.0,27.458,27.316,27.254,27.03,27.263,71.5422,0.1415,0.0624,0.2243,-0.2331,74.11,-2.625,0.45,18.08,0.0,9.293,226.85281,23.46901,9.417687,5.9406643,high_z_dropout_candidate
1318,anomaly,23.767,23.78,25.891,22.959,25.734,23.288,-0.0128,-2.1119,2.9321,-2.7744,2.4462,38.64,1.823,1.941,255.51,85.2,2.85,285.55759,29.10318,9.411263,5.936328,extremely_red_object
8730,dropout,35.0,27.552,26.468,26.597,26.042,26.533,71.448,1.0842,-0.1297,0.5553,-0.4907,1.42,-2.571,0.889,160.29,0.0,11.647,8.576,49.02425,9.406328,5.9329967,high_z_dropout_candidate
49118,anomaly,27.285,23.714,27.009,24.031,27.241,24.387,3.5705,-3.2949,2.9782,-3.2102,2.8544,1.38,-1.473,0.311,382.72,102.24,4.507,38.89178,-46.46269,9.402734,5.93057,unclassified
31084,dropout,35.0,27.403,27.588,27.474,27.689,27.229,71.5973,-0.1857,0.114,-0.2149,0.4601,29.28,-2.276,0.307,30.59,0.0,10.024,17.38726,84.5168,9.400622,5.929145,high_z_dropout_candidate
42396,dropout,35.0,27.442,27.163,27.554,27.665,27.425,71.5582,0.2784,-0.3906,-0.1114,0.2407,67.25,-1.832,0.705,421.59,0.0,9.771,197.0651,-75.38404,9.400247,5.928891,high_z_dropout_candidate
36944,dropout,35.0,27.406,27.667,27.379,27.433,27.395,71.5943,-0.2611,0.2874,-0.0537,0.0382,87.31,-2.025,0.466,237.77,0.0,9.166,219.71928,46.94195,9.395577,5.9257393,high_z_dropout_candidate
18013,anomaly,25.862,25.824,26.024,25.805,22.004,25.883,0.0377,-0.2002,0.2191,3.8006,-3.878,32.65,-0.808,3.307,39.0,98.45,1.824,140.89845,54.26373,9.367237,5.9066086,unclassified
41853,anomaly,27.402,27.507,27.675,23.721,27.625,27.572,-0.1051,-0.1675,3.9535,-3.9041,0.0531,32.68,-1.474,2.615,263.35,33.77,14.992,305.60403,3.74116,9.364335,5.9046493,ultra_high_z_candidate
31595,dropout,35.0,27.694,26.489,26.035,25.952,26.276,71.3055,1.2053,0.4544,0.0824,-0.3232,54.28,-2.292,0.882,143.01,0.0,11.296,232.88726,55.0724,9.343291,5.890444,high_z_dropout_candidate
41530,anomaly,26.526,26.627,30.105,27.258,29.237,26.381,-0.1007,-3.4782,2.8476,-1.9787,2.8559,2.4,0.356,3.588,191.9,276.81,7.399,195.47357,-61.69572,9.340796,5.8887596,unclassified
41461,anomaly,25.173,27.418,25.018,28.274,25.628,25.297,-2.2448,2.3994,-3.2558,2.646,0.3311,396.63,-1.6,3.734,297.37,50.95,10.291,55.47354,34.47955,9.3278265,5.8800044,ultra_high_z_candidate
23489,anomaly,26.477,26.748,26.614,26.748,23.404,26.803,-0.2717,0.1344,-0.1339,3.3442,-3.3997,310.96,-1.08,2.077,43.51,147.21,14.899,61.29936,13.84542,9.327508,5.8797894,ultra_high_z_candidate
39751,dropout,35.0,27.417,27.625,27.531,27.633,27.734,71.5829,-0.2077,0.094,-0.1018,-0.1018,14.41,-2.586,0.597,4.01,0.0,9.257,289.55924,18.0468,9.304319,5.864136,high_z_dropout_candidate
33762,dropout,35.0,27.69,28.121,27.644,27.781,28.056,71.3099,-0.4304,0.4767,-0.1376,-0.2749,85.63,-1.847,0.763,34.84,0.0,9.581,169.62838,-14.23549,9.300442,5.861519,ultra_high_z_candidate
30291,dropout,35.0,28.187,26.92,27.135,26.687,26.756,70.8132,1.2671,-0.2153,0.4481,-0.0692,147.88,-2.923,0.403,84.58,0.0,11.928,268.33352,79.77315,9.289685,5.8542576,high_z_dropout_candidate
6163,anomaly,24.171,24.182,24.287,24.151,20.365,24.195,-0.0113,-0.1049,0.1357,3.7863,-3.8301,2.85,-1.244,1.586,6.09,108.24,1.265,341.6982,69.31978,9.285922,5.8517175,unclassified
32396,anomaly,23.572,23.664,26.292,23.238,26.065,24.144,-0.0926,-2.6272,3.054,-2.8279,1.9211,33.33,-0.647,0.635,10.9,3.73,12.412,293.53626,-55.52385,9.274417,5.8439507,ultra_high_z_candidate
6327,dropout,35.0,27.891,28.562,28.186,28.029,28.229,71.1087,-0.6707,0.3756,0.157,-0.1995,110.74,-2.206,0.477,6.51,0.0,10.175,235.64184,9.59427,9.26391,5.8368583,ultra_high_z_candidate
24854,dropout,35.0,28.97,27.955,27.812,27.96,27.921,70.0301,1.0146,0.1433,-0.1475,0.0387,20.89,-2.8,0.454,1131.01,0.0,11.412,82.65208,-59.3604,9.26353,5.8366017,high_z_dropout_candidate
10693,dropout,35.0,27.4,27.348,27.518,27.533,27.748,71.6001,0.052,-0.1699,-0.0147,-0.2158,46.5,-2.59,0.671,126.1,0.0,8.997,234.40669,27.8899,9.254296,5.8303685,high_z_dropout_candidate
29116,dropout,35.0,27.562,27.28,27.848,27.604,27.921,71.438,0.2818,-0.5682,0.2447,-0.3174,1.13,-2.189,0.683,2.72,0.0,9.756,232.09624,-37.4306,9.238484,5.819695,high_z_dropout_candidate
23755,dropout,35.0,27.43,27.339,27.636,27.769,27.321,71.5696,0.0912,-0.297,-0.1332,0.4484,29.95,-2.809,0.733,131.17,0.0,9.809,295.25653,25.92229,9.212777,5.8023415,high_z_dropout_candidate
26806,dropout,35.0,27.973,26.132,26.017,26.064,26.152,71.0272,1.8412,0.115,-0.0472,-0.0882,6.21,-2.098,0.724,74.47,0.0,11.187,301.41477,70.13543,9.210797,5.801005,high_z_dropout_candidate
48675,anomaly,24.036,24.105,24.108,24.188,20.216,23.825,-0.0689,-0.0033,-0.0802,3.9724,-3.609,6.03,-1.441,2.458,173.82,58.73,4.094,53.17203,75.18527,9.206292,5.7979636,unclassified
15995,dropout,35.0,27.408,27.316,27.357,27.307,27.162,71.5917,0.0923,-0.0413,0.0507,0.1449,40.93,-1.742,0.352,129.1,0.0,10.191,98.92268,10.12625,9.205029,5.7971106,high_z_dropout_candidate
28386,dropout,35.0,35.0,28.588,28.623,28.516,28.189,0.0,70.4123,-0.035,0.1067,0.3274,37.79,-2.677,0.34,1663.72,0.0,13.09,33.39148,-65.75657,9.203489,5.7960715,ultra_high_z_candidate
4245,anomaly,26.175,28.31,25.482,28.565,25.343,28.152,-2.1344,2.8273,-3.0827,3.2222,-2.8095,48.39,0.309,2.068,121.76,164.49,0.655,29.27791,82.1923,9.190976,5.787625,unclassified
28813,dropout,35.0,28.301,25.884,26.242,25.925,25.547,70.6994,2.4162,-0.3572,0.3163,0.3782,23.32,-1.904,0.799,121.81,0.0,11.811,320.15315,-38.78175,9.189077,5.786343,high_z_dropout_candidate
49085,anomaly,25.827,25.822,25.94,21.791,26.039,25.776,0.0048,-0.1176,4.1484,-4.248,0.2628,153.02,-0.757,1.005,196.88,127.86,2.417,234.02434,-13.30685,9.184831,5.7834764,extreme_emission_line
22544,dropout,35.0,27.984,26.481,26.713,27.087,26.86,71.0163,1.5028,-0.2318,-0.3742,0.2274,29.17,-1.6,0.893,1.44,0.0,11.165,124.64574,34.94464,9.1767,5.7779875,high_z_dropout_candidate
44585,dropout,35.0,27.437,27.369,27.17,27.388,27.448,71.5627,0.0685,0.1984,-0.2176,-0.0604,1.39,-1.95,0.422,122.11,0.0,9.776,66.3774,76.5726,9.158337,5.7655916,high_z_dropout_candidate
1964,dropout,35.0,28.282,26.752,26.107,26.812,26.592,70.7182,1.5298,0.6452,-0.7049,0.2195,92.11,-2.616,0.736,18.76,0.0,10.443,254.58621,84.57702,9.157033,5.764712,high_z_dropout_candidate
20770,dropout,35.0,29.144,26.104,26.559,26.288,26.27,69.856,3.0399,-0.455,0.2708,0.018,123.29,-2.306,0.592,608.52,0.0,11.282,142.04509,-1.08674,9.146885,5.757861,high_z_dropout_candidate
37471,anomaly,27.626,27.491,27.417,27.655,23.636,27.304,0.1352,0.0733,-0.2375,4.0192,-3.6688,151.6,-0.732,0.371,74.16,47.09,12.605,54.51063,-43.45473,9.145962,5.7572384,ultra_high_z_candidate
47663,dropout,35.0,27.444,27.478,27.915,27.341,27.627,71.5565,-0.0343,-0.4372,0.5744,-0.2862,14.88,-1.513,0.442,178.1,0.0,9.872,146.0704,-76.94291,9.14055,5.753585,high_z_dropout_candidate
18403,dropout,35.0,27.467,27.778,27.482,27.768,27.363,71.5331,-0.3113,0.296,-0.2853,0.4041,23.54,-1.951,0.507,168.02,0.0,10.141,63.21307,11.80437,9.13913,5.7526264,high_z_dropout_candidate
40235,dropout,35.0,28.101,26.158,26.255,26.19,26.199,70.8987,1.9432,-0.0965,0.0643,-0.0086,11.41,-2.841,0.921,570.28,0.0,10.552,82.3924,85.20017,9.131496,5.7474732,high_z_dropout_candidate
45165,anomaly,24.817,22.017,24.24,25.219,22.019,25.382,2.7995,-2.2226,-0.9787,3.1999,-3.3631,346.12,-2.098,1.891,205.59,208.42,4.343,210.46564,19.73301,9.128303,5.7453175,extreme_emission_line
48875,dropout,35.0,27.614,27.313,27.079,27.477,27.203,71.386,0.3006,0.2339,-0.3971,0.2739,48.21,-2.354,0.736,54.45,0.0,9.849,258.8979,51.96654,9.124694,5.7428813,high_z_dropout_candidate
4508,dropout,35.0,27.432,27.302,27.305,27.055,27.096,71.5678,0.1301,-0.0027,0.2493,-0.0407,11.81,-2.401,0.386,518.27,0.0,9.457,73.03732,-15.95913,9.118814,5.7389126,high_z_dropout_candidate
8938,dropout,35.0,27.617,26.805,26.666,26.78,26.412,71.3831,0.8122,0.1388,-0.1143,0.3682,18.39,-2.614,0.812,79.69,0.0,11.078,23.2875,72.06485,9.112465,5.7346263,high_z_dropout_candidate
20879,dropout,35.0,27.96,26.403,26.382,26.736,26.325,71.0405,1.5565,0.0209,-0.3537,0.4112,50.96,-2.989,0.83,158.18,0.0,11.268,20.1273,-6.68934,9.104972,5.7295685,high_z_dropout_candidate
22496,dropout,35.0,28.151,26.974,26.371,26.681,26.564,70.849,1.1772,0.6032,-0.3104,0.1169,106.57,-2.843,0.751,32.9,0.0,11.352,65.21201,-1.56413,9.071999,5.7073097,high_z_dropout_candidate
34472,dropout,35.0,27.853,26.372,26.686,26.394,26.62,71.1467,1.4813,-0.3138,0.2918,-0.2262,6.05,-2.839,0.424,164.43,0.0,11.818,326.6089,-26.98461,9.069092,5.7053475,high_z_dropout_candidate
48949,dropout,35.0,27.623,27.296,27.52,27.834,27.416,71.3766,0.3274,-0.224,-0.3144,0.4183,58.16,-1.888,0.867,92.96,0.0,9.003,83.55063,-13.64414,9.066849,5.7038336,high_z_dropout_candidate
47406,dropout,35.0,28.482,26.637,26.657,26.665,26.926,70.5182,1.8448,-0.0204,-0.0078,-0.2609,138.44,-1.902,0.773,15.47,0.0,10.88,28.88941,15.86637,9.064258,5.7020845,high_z_dropout_candidate
40277,dropout,35.0,27.531,27.616,27.733,27.216,27.563,71.4686,-0.0842,-0.1178,0.5175,-0.3468,6.19,-2.694,0.47,23.62,0.0,9.666,180.86676,-31.93456,9.059591,5.6989346,high_z_dropout_candidate
36052,dropout,35.0,28.48,27.573,26.998,27.354,27.464,70.5199,0.9066,0.5755,-0.3558,-0.1097,57.19,-2.932,0.322,877.84,0.0,11.299,220.38864,29.84497,9.051022,5.6931496,high_z_dropout_candidate
27476,anomaly,23.399,23.298,23.078,20.2,23.388,23.389,0.1007,0.2199,2.8778,-3.1882,-0.0002,129.8,-1.035,0.546,1305.25,149.84,8.714,312.95744,52.27976,9.035547,5.6827035,ultra_high_z_candidate
18321,dropout,35.0,27.848,26.36,26.597,26.75,26.85,71.1518,1.4885,-0.2374,-0.1531,-0.1002,6.9,-1.683,0.415,334.66,0.0,10.757,114.65551,41.70951,9.03302,5.680998,high_z_dropout_candidate
18263,dropout,35.0,27.832,26.472,26.457,26.211,26.367,71.1678,1.3604,0.0148,0.246,-0.1562,50.58,-2.041,0.599,97.64,0.0,10.586,292.7913,57.03239,9.027489,5.6772637,high_z_dropout_candidate
35297,dropout,35.0,28.218,26.992,26.634,26.748,26.581,70.782,1.2262,0.3575,-0.114,0.1672,147.59,-2.992,0.534,223.97,0.0,11.142,35.18872,-6.79407,9.01995,5.672175,high_z_dropout_candidate
15633,dropout,35.0,27.7,27.904,27.69,27.52,27.679,71.2999,-0.2041,0.2147,0.17,-0.159,77.79,-2.808,0.612,556.69,0.0,9.065,162.00317,71.44227,9.015524,5.669187,high_z_dropout_candidate
46596,dropout,35.0,28.33,26.433,26.776,26.493,26.661,70.6705,1.8965,-0.3431,0.2831,-0.1677,115.59,-1.715,0.421,195.43,0.0,11.548,125.1368,25.18096,9.015215,5.6689787,high_z_dropout_candidate
13436,dropout,35.0,28.164,26.286,26.226,26.682,26.474,70.8361,1.8783,0.0596,-0.4559,0.2077,43.75,-2.377,0.739,141.26,0.0,11.453,171.91783,-71.62727,9.006877,5.66335,high_z_dropout_candidate
29795,dropout,35.0,29.003,25.728,26.249,26.235,26.273,69.9965,3.2753,-0.5205,0.0135,-0.0375,36.89,-1.504,0.416,356.3,0.0,11.86,282.33835,-16.873,9.0013485,5.659618,high_z_dropout_candidate
21957,dropout,35.0,30.454,28.107,28.282,28.32,28.403,68.5456,2.3477,-0.175,-0.0385,-0.0832,74.89,-1.809,0.784,1297.68,0.0,10.376,31.96783,-88.14769,8.994657,5.655101,ultra_high_z_candidate
45934,dropout,35.0,28.171,26.192,26.467,26.134,26.227,70.8289,1.9794,-0.2751,0.333,-0.0935,70.03,-2.411,0.477,197.85,0.0,11.345,141.65427,-26.15745,8.992681,5.653767,high_z_dropout_candidate
27245,dropout,35.0,27.665,27.61,27.838,27.073,27.736,71.3347,0.0554,-0.2278,0.7646,-0.663,29.49,-2.015,0.576,517.43,0.0,9.031,227.01874,-33.2202,8.986477,5.649579,high_z_dropout_candidate
33953,dropout,35.0,28.734,27.164,27.57,26.973,27.353,70.2659,1.5704,-0.4063,0.5966,-0.3798,182.05,-2.546,0.345,475.8,0.0,11.755,25.75698,-40.59139,8.985577,5.6489716,high_z_dropout_candidate
22467,dropout,35.0,27.596,28.008,27.605,27.957,27.857,71.4041,-0.4118,0.4028,-0.3524,0.1007,32.04,-2.481,0.857,340.74,0.0,10.094,320.55832,-10.87801,8.975378,5.642087,high_z_dropout_candidate
19286,dropout,35.0,27.779,26.436,26.614,26.363,26.147,71.2209,1.3435,-0.1784,0.2513,0.2161,19.04,-1.644,0.332,351.19,0.0,11.392,178.38898,-56.24847,8.972217,5.6399527,high_z_dropout_candidate
33948,anomaly,27.016,28.855,29.516,26.354,29.463,29.551,-1.8388,-0.661,3.1627,-3.1098,-0.0881,26.24,-1.579,3.519,84.3,50.54,6.066,303.57493,78.94185,8.971807,5.639676,inverted_SED
42084,dropout,35.0,27.639,27.681,27.563,27.723,27.527,71.3609,-0.0421,0.1179,-0.1598,0.1957,33.09,-1.506,0.89,22.38,0.0,10.145,131.86741,45.4381,8.968517,5.6374555,high_z_dropout_candidate
2097,anomaly,25.128,24.989,24.958,20.971,25.033,25.155,0.1388,0.0313,3.9871,-4.0622,-0.1218,38.11,-1.202,1.79,24.61,32.73,4.377,183.20477,53.79249,8.96245,5.63336,unclassified
47322,anomaly,24.466,24.636,22.328,25.103,24.924,24.607,-0.1699,2.3081,-2.7744,0.1788,0.3168,19.11,-2.202,0.969,132.11,1204.5,11.015,20.9782,-32.94064,8.9536,5.6273856,ultra_high_z_candidate
17264,dropout,35.0,27.827,26.933,26.759,26.879,26.946,71.1727,0.8944,0.174,-0.1199,-0.0675,22.86,-2.77,0.646,599.77,0.0,10.375,151.20342,-30.44197,8.945846,5.6221514,high_z_dropout_candidate
2728,anomaly,26.899,26.791,25.215,27.544,24.305,26.72,0.1074,1.577,-2.3297,3.2388,-2.415,17.71,1.661,3.712,111.67,165.69,2.746,306.06906,-39.17043,8.945797,5.6221185,extremely_red_object
35997,anomaly,25.603,25.534,25.51,25.122,23.247,23.363,0.0685,0.0244,0.3876,1.8749,-0.1152,851.41,1.921,0.6,293.36,31.69,9.677,322.1589,58.49944,8.938876,5.6174464,ultra_high_z_candidate
13784,dropout,35.0,27.551,27.749,27.637,27.185,27.525,71.4493,-0.1984,0.1116,0.453,-0.3407,6.04,-1.67,0.54,487.26,0.0,9.665,290.86488,60.60426,8.933429,5.6137695,high_z_dropout_candidate
190,dropout,35.0,27.6,27.492,27.361,27.654,27.54,71.3998,0.1085,0.1306,-0.293,0.1138,8.16,-2.674,0.625,91.96,0.0,10.168,149.48675,69.92354,8.930234,5.611613,high_z_dropout_candidate
42493,anomaly,24.956,26.484,24.052,27.648,27.651,24.222,-1.5279,2.4323,-3.596,-0.0034,3.4295,143.22,-0.074,0.733,35.3,153.24,5.793,61.23395,-81.76912,8.929329,5.611002,unclassified
40279,dropout,35.0,27.531,27.511,27.967,27.627,27.664,71.4685,0.0201,-0.456,0.3402,-0.0373,9.78,-2.462,0.66,142.27,0.0,9.892,345.7236,-66.59561,8.925546,5.608448,high_z_dropout_candidate
47218,dropout,35.0,27.836,26.704,27.023,26.712,26.575,71.1635,1.1329,-0.3189,0.3105,0.1375,13.46,-2.709,0.89,40.95,0.0,11.611,355.91924,15.8285,8.916614,5.6024184,high_z_dropout_candidate
27346,anomaly,28.647,29.734,27.075,29.172,26.498,29.959,-1.0863,2.6585,-2.0969,2.6743,-3.461,217.67,1.056,1.804,234.83,10.06,10.32,236.5456,23.66679,8.902279,5.592742,ultra_high_z_candidate
46231,dropout,35.0,28.24,26.711,26.617,26.692,26.873,70.7604,1.5287,0.0943,-0.0754,-0.181,40.68,-2.461,0.748,679.76,0.0,11.817,324.02291,-45.48686,8.895653,5.588269,high_z_dropout_candidate
4363,anomaly,23.826,23.987,23.939,23.908,20.558,23.89,-0.1608,0.0481,0.0312,3.3495,-3.3316,280.48,-0.045,1.357,94.07,78.43,0.451,65.00696,-21.39572,8.894752,5.587661,extreme_emission_line
13517,dropout,35.0,27.622,27.653,27.459,27.464,27.173,71.3782,-0.0312,0.1941,-0.0047,0.2906,43.29,-1.809,0.608,29.11,0.0,9.356,340.45754,20.14842,8.893492,5.58681,high_z_dropout_candidate
16527,dropout,35.0,28.119,28.541,28.346,27.983,28.386,70.8814,-0.4224,0.1955,0.3621,-0.4028,1.48,-2.041,0.864,783.49,0.0,9.632,211.36074,-70.63313,8.883681,5.580188,ultra_high_z_candidate
33540,anomaly,25.621,25.648,22.811,26.347,23.663,25.496,-0.0268,2.8367,-3.536,2.6838,-1.8322,78.11,0.886,3.267,402.66,74.57,3.12,290.48203,34.80365,8.877191,5.575806,extremely_red_object
31568,dropout,35.0,27.755,27.781,27.949,27.615,28.048,71.2453,-0.0266,-0.1679,0.3346,-0.4328,67.54,-2.509,0.484,514.85,0.0,9.296,291.68349,5.58564,8.872129,5.5723896,ultra_high_z_candidate
23846,anomaly,26.703,28.888,26.28,29.671,26.781,29.116,-2.1854,2.6087,-3.3916,2.8904,-2.335,175.7,0.788,2.1,103.09,55.25,2.215,283.18836,88.51602,8.866679,5.568711,extremely_red_object
19182,dropout,35.0,27.807,27.651,27.314,27.239,27.915,71.1926,0.1567,0.3363,0.0758,-0.6759,76.33,-1.986,0.778,422.92,0.0,9.41,222.61976,-3.01538,8.862271,5.5657353,high_z_dropout_candidate
48266,dropout,35.0,28.222,26.881,26.306,26.652,26.613,70.7776,1.3415,0.5745,-0.3453,0.0386,85.41,-2.258,0.443,34.9,0.0,11.623,346.26925,-4.23287,8.860844,5.564771,high_z_dropout_candidate
6872,dropout,35.0,27.718,27.908,27.788,27.779,27.795,71.2817,-0.1896,0.1198,0.0092,-0.0162,55.01,-2.46,0.976,24.76,0.0,9.94,65.84895,-36.01673,8.859693,5.5639944,high_z_dropout_candidate
13267,anomaly,28.905,28.972,28.951,28.839,25.419,28.839,-0.0664,0.0208,0.1116,3.4203,-3.4201,224.39,-1.903,3.416,34.77,117.39,7.956,271.97533,-57.14012,8.854218,5.5602984,extreme_emission_line
49680,anomaly,30.63,28.249,27.06,30.216,27.26,29.34,2.3809,1.1891,-3.1559,2.9556,-2.0795,106.6,-2.803,2.787,34.59,185.66,6.509,184.96042,-21.75513,8.852468,5.5591173,blue_excess_source
61,dropout,35.0,35.0,29.168,28.849,29.275,29.64,0.0,69.8318,0.3193,-0.4263,-0.3645,15.07,-2.227,0.644,1682.74,0.0,13.207,323.07701,-6.59147,8.851342,5.5583577,ultra_high_z_candidate
28830,dropout,35.0,28.566,26.386,25.908,26.532,26.525,70.4341,2.1801,0.4777,-0.6241,0.007,7.1,-1.613,0.69,3.66,0.0,11.699,215.81157,79.5371,8.84903,5.5567966,high_z_dropout_candidate
4485,anomaly,23.815,23.908,23.962,23.847,20.156,23.819,-0.0937,-0.0533,0.1146,3.6913,-3.6631,150.27,-0.843,0.276,45.0,219.06,14.069,38.22768,-82.3092,8.845002,5.5540776,ultra_high_z_candidate
43531,dropout,35.0,27.86,27.533,28.101,27.947,28.18,71.1401,0.3264,-0.5676,0.1543,-0.2335,90.9,-1.556,0.939,348.17,0.0,9.837,200.37061,-39.71207,8.844397,5.553669,ultra_high_z_candidate
35477,dropout,35.0,28.134,26.326,26.179,26.314,26.363,70.8658,1.808,0.1469,-0.1347,-0.0488,54.44,-1.664,0.761,348.94,0.0,11.216,221.0448,59.86328,8.840352,5.5509386,high_z_dropout_candidate
49135,dropout,35.0,28.706,26.403,26.505,26.6,26.644,70.2936,2.3036,-0.1026,-0.095,-0.0434,138.88,-2.774,0.668,249.91,0.0,10.357,44.38468,34.88521,8.839495,5.5503597,high_z_dropout_candidate
21808,dropout,35.0,27.8,28.532,28.205,28.425,28.361,71.1999,-0.7322,0.3277,-0.2204,0.0639,38.1,-1.975,0.802,478.69,0.0,9.547,295.11087,-46.03424,8.825463,5.5408883,ultra_high_z_candidate
8614,dropout,35.0,27.977,26.425,26.416,26.727,26.784,71.023,1.5524,0.0082,-0.3107,-0.0568,1.65,-1.741,0.951,278.24,0.0,10.38,264.54741,-29.43452,8.815683,5.5342865,high_z_dropout_candidate
43657,dropout,35.0,27.709,27.759,27.741,27.474,27.582,71.2913,-0.0508,0.0186,0.2668,-0.1078,61.23,-2.081,0.684,27.32,0.0,9.429,157.55661,-74.69425,8.812616,5.532216,high_z_dropout_candidate
14708,anomaly,26.135,26.028,26.076,26.062,22.284,26.144,0.107,-0.0477,0.0141,3.7773,-3.8593,78.13,-1.302,1.255,3.41,54.78,11.407,132.04447,12.96089,8.8075905,5.5288234,ultra_high_z_candidate
17607,dropout,35.0,28.48,27.261,27.349,27.359,27.432,70.5202,1.2185,-0.0877,-0.01,-0.0725,183.6,-2.408,0.68,230.41,0.0,11.692,190.95911,-25.23822,8.806565,5.528131,high_z_dropout_candidate
6529,anomaly,22.931,22.117,21.508,25.15,24.684,22.447,0.8138,0.6088,-3.6416,0.4655,2.2376,182.76,2.725,3.874,57.28,87.49,7.231,25.98414,-6.80808,8.791696,5.5180936,extremely_red_object
14206,dropout,35.0,28.496,26.256,26.235,26.337,26.59,70.5037,2.2402,0.0207,-0.1014,-0.2529,87.73,-1.518,0.448,347.25,0.0,11.096,88.89873,83.08872,8.783205,5.512362,high_z_dropout_candidate
4868,dropout,35.0,27.723,27.924,27.934,28.007,28.265,71.2774,-0.2014,-0.0103,-0.0724,-0.2585,18.87,-1.722,0.394,488.09,0.0,9.977,312.29277,-59.37006,8.779267,5.509704,ultra_high_z_candidate
34296,dropout,35.0,27.652,27.784,27.518,27.726,27.182,71.3481,-0.132,0.2661,-0.2086,0.5444,6.12,-2.578,0.583,461.95,0.0,9.627,152.64035,-2.8827,8.776987,5.508165,high_z_dropout_candidate
18430,dropout,35.0,28.378,26.682,26.453,26.747,26.501,70.6224,1.6952,0.2298,-0.2945,0.2459,121.08,-1.807,0.545,165.35,0.0,10.422,86.70468,30.5893,8.770904,5.504058,high_z_dropout_candidate
18929,dropout,35.0,27.863,26.608,26.862,26.191,26.501,71.1366,1.2555,-0.2538,0.6708,-0.3099,19.57,-1.573,0.541,217.91,0.0,10.463,197.64364,87.99418,8.767634,5.501851,high_z_dropout_candidate
44948,dropout,35.0,28.768,25.915,26.053,26.067,26.395,70.2325,2.8523,-0.1381,-0.0133,-0.3285,40.84,-1.532,0.349,367.17,0.0,10.676,307.4212,7.0826,8.762937,5.49868,high_z_dropout_candidate
34526,anomaly,26.796,26.544,23.578,25.663,23.171,25.958,0.2519,2.9662,-2.0856,2.4919,-2.7867,265.12,2.19,2.592,176.46,6.13,4.764,142.61218,67.58268,8.751413,5.4909015,extremely_red_object
3993,anomaly,27.586,27.72,27.621,27.469,23.68,27.565,-0.1346,0.0989,0.1519,3.7896,-3.885,106.66,-0.343,0.344,67.86,55.27,6.02,125.00829,-19.91058,8.7502165,5.490093,unclassified
29571,dropout,35.0,27.675,27.669,27.358,27.615,27.294,71.3247,0.0063,0.3112,-0.2567,0.3208,2.83,-1.828,0.711,67.47,0.0,9.078,222.91059,-33.86907,8.745783,5.4871006,high_z_dropout_candidate
27702,anomaly,25.461,25.376,25.513,25.492,21.699,25.458,0.0858,-0.1372,0.0204,3.7936,-3.7594,67.67,-1.957,1.874,24.52,118.15,4.085,315.34958,-55.23113,8.741353,5.4841104,unclassified
40341,dropout,35.0,28.588,26.282,26.802,26.546,26.238,70.412,2.3061,-0.5197,0.2556,0.3078,47.25,-2.789,0.775,7.37,0.0,11.851,112.97434,-68.59405,8.730869,5.477033,high_z_dropout_candidate
43330,dropout,35.0,29.049,25.968,26.018,26.309,25.808,69.9513,3.0811,-0.0502,-0.2918,0.5012,32.55,-1.984,0.705,54.16,0.0,10.758,154.83449,-31.69784,8.718243,5.4685097,high_z_dropout_candidate
